source_key,language,quality_bucket,quality_score,preservation_reason,original_title,original_authors,original_isbn,original_publication_year,original_publisher,rescue_state,candidate_count,error
/books/OL12827751M,DE,PROMISING,5,EDITORIAL_CORE,Umweltbewubsein Und Umwelthandeln Turkischer Und Deutscher Schulerinnen Und Schuler der 3. Und 4. Grundschulklasse,Kathrin Maack-Rheinlander,9783631353660,1999,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12827800M,DE,PROMISING,5,EDITORIAL_CORE,Gemalte Leere,Karen Bork,9783631359587,2001,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12827827M,DE,PROMISING,5,EDITORIAL_CORE,Amor Hypermedialis: Logiken der Liebe Im Spanischen Gegenwartsroman,Peter Schonbach | Peter Schönberger,9783631361917,2001,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12827866M,DE,PROMISING,5,EDITORIAL_CORE,Wissensvermittlung Durch Sprache Und Bild,Ortrun Hanna,9783631364871,2003,Peter Lang Pub Inc,NO_MATCHING_EDITION,0,
/books/OL12827882M,DE,PROMISING,5,EDITORIAL_CORE,Kunst- Und Kulturraub Im Zweiten Weltkrieg,Natalia Volkert,9783631365977,2001,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12827913M,DE,PROMISING,5,EDITORIAL_CORE,Das Kunstmuseum ALS Paedagogische Herausforderung,Irit Wyrobnik,9783631367773,2001,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12827917M,DE,PROMISING,5,EDITORIAL_CORE,Picasso Und Spanien,Silke Immenga,9783631367841,2001,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12828061M,DE,PROMISING,5,EDITORIAL_CORE,Die Geburt Der Hermeneutik Aus Dem Geist Der Politik,Marion George,9783631374269,2002,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12828200M,DE,PROMISING,5,EDITORIAL_CORE,Geschichtstexte Verstehen in Einer Anderen Sprache,Johannes Doll,9783631382554,2002,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12828257M,DE,PROMISING,5,EDITORIAL_CORE,Entwicklung Des Physik- Bzw. Technik-begriffs In Der Griechischen Naturphilosophie,Konstantinos Andreou,9783631384862,2003,Peter Lang Pub Inc,NO_MATCHING_EDITION,0,
/books/OL12828286M,DE,PROMISING,5,EDITORIAL_CORE,Wissenschaft Durch Wechselwirkung,Peter Ploger,9783631385593,2002,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12828404M,DE,PROMISING,5,EDITORIAL_CORE,Das Spiel Der Interessen,Uwe Saint-Mont,9783631390139,2002,Peter Lang Pub Inc,NO_MATCHING_EDITION,0,
/books/OL12828517M,DE,PROMISING,5,EDITORIAL_CORE,"Portugiesisch, Papiamentu",Gabriele Blaikner-Hohenwart,9783631393970,2003,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12828543M,DE,PROMISING,5,EDITORIAL_CORE,Der Krieg Im Bild - Bilder Vom Krieg,Arbeitskreis Historische Bildforschung,9783631394793,2003,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12828587M,DE,PROMISING,5,EDITORIAL_CORE,Romanische Kunst Als Politische Propaganda Im Erzbistum Lund Wahrend Der Waldemarzeit,Werner Steinwarder,9783631395998,2003,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12828606M,DE,PROMISING,5,EDITORIAL_CORE,Zwischen Den Stuhlen,Eva Studinger,9783631396513,2002,Peter Lang Pub Inc,NO_MATCHING_EDITION,0,
/books/OL12828668M,DE,PROMISING,5,EDITORIAL_CORE,Erzahlte Aufklarung,Mirja Lecke,9783631397824,2002,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12828675M,DE,PROMISING,5,EDITORIAL_CORE,Wegekostenfinanzierung Und Lenkung Im Deregulierten Europaischen Verkehrsmarkt (Cege-Schriften),Axel Hennighausen,9783631398050,2002,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12828749M,DE,PROMISING,5,EDITORIAL_CORE,Zu Text Und Bild Bei Leonardo Da Vinci: Eine Mediengeschichtliche Kritik Des Einsatzes Verbaler Und Visueller Darstellungsmittel in Der Italienischen (Europaische Hochschulschriften: Reihe),Jorg Bittner,9783631399880,2003,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12828764M,DE,PROMISING,5,EDITORIAL_CORE,Eindimensionale Skalogramm-Analyse (Europaische Hochschulschriften),Thomas Staufenbiel,9783631452684,1992,P. Lang,NO_MATCHING_EDITION,0,
/books/OL12829001M,DE,PROMISING,5,EDITORIAL_CORE,Die Verwaltete Kunst,Markus Thiel,9783631504802,2003,Peter Lang Pub Inc,NO_MATCHING_EDITION,0,
/books/OL12829056M,DE,PROMISING,5,EDITORIAL_CORE,Der Prufungsumfang Des Bundesverfassungsgerichts Bei Verfassungsbeschwerden Am Beispiel Der Kunstfreiheitsrechtsprechung,Stephanie Vogel,9783631506028,2004,Peter Lang Pub Inc,NO_MATCHING_EDITION,0,
/books/OL12829103M,DE,PROMISING,5,EDITORIAL_CORE,Die Polnische Telekommunikation Vor Dem Eu-beitritt,Malgorzata Stankiewicz,9783631507087,2003,Peter Lang Pub Inc,NO_MATCHING_EDITION,0,
/books/OL12829259M,DE,PROMISING,5,EDITORIAL_CORE,Hermann Hesses Kunstauffassung Auf Der Grundlage Seiner Rezeptionshaltung,Heiko Groger,9783631510070,2003,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12829311M,DE,PROMISING,5,EDITORIAL_CORE,Kulturguterschutz Im Internationalen Recht Unter Besonderer Berucksichtigung Der Deutsch-russischen Beziehungen,Eva Stumpf,9783631510803,2003,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12829333M,DE,PROMISING,5,EDITORIAL_CORE,Tempusfunktionen In Texten,Hyun-Sun Park,9783631511152,2003,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12829466M,DE,PROMISING,5,EDITORIAL_CORE,Die Soziogenese Des Altagyptischen Staates in Komparativer Perspektive,Ingrid El Masry,9783631513194,2004,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12829575M,DE,PROMISING,5,EDITORIAL_CORE,Argumentation In Der Erst- Und Fremdsprache,Dalia Ohlinger,9783631514863,2003,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12829608M,DE,PROMISING,5,EDITORIAL_CORE,Sekundare Bedeutungen Von Nationalitats- Und Landerbezeichnungen Im Deutschen Und Polnischen,Barbara Komenda,9783631515419,2003,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12829636M,DE,PROMISING,5,EDITORIAL_CORE,Integrative Darstellung Englischer Serviceinteraktionen,Birte Bos,9783631515914,2004,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12829695M,DE,PROMISING,5,EDITORIAL_CORE,"Asem (asia-europe Meeting): Bestandsaufnahme, Moglichkeiten Und Grenzen Einer Interregionalen Kooperation (Europaische Hochschulschriften: Reihe 31, Politikwissenschaf)",Andreas Pareira,9783631517239,2003,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12829715M,DE,PROMISING,5,EDITORIAL_CORE,"Eine Grammatik Für Lernende Unter Funktional-kommunikativem Blickwinkel: Bindeglied Zwischen Linguistik, Psychologie Und Fremdsprachendidaktik",Yvette Verbeeck,9783631517574,2004,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12829731M,DE,PROMISING,5,EDITORIAL_CORE,Regionalisierung Und Politische Bewubtseinsbildung,Wolfram Bracher,9783631517956,2004,Peter Lang Pub Inc,NO_MATCHING_EDITION,0,
/books/OL12829741M,DE,PROMISING,5,EDITORIAL_CORE,Tradition Im Ubergang,Andreas Beilmann,9783631518076,2004,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12829763M,DE,PROMISING,5,EDITORIAL_CORE,"We, On Death Row - Der Tod Steht Ihnen Gut",Sandra Muller,9783631518410,2004,Peter Lang Pub Inc,NO_MATCHING_EDITION,0,
/books/OL12829776M,DE,PROMISING,5,EDITORIAL_CORE,Barlach Und Die Avantgarde,Andrea Fromm,9783631518588,2004,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12829822M,DE,PROMISING,5,EDITORIAL_CORE,Die Geburt Des Modernen Propagandakrieges Im Ersten Weltkrieg,Jens P. Ackermann,9783631519462,2004,Peter Lang Pub Inc,NO_MATCHING_EDITION,0,
/books/OL12829938M,DE,PROMISING,5,EDITORIAL_CORE,Kunst Und Kirche Am Ende Der Klassischen Moderne,Sven Ochsenreither,9783631521373,2004,Peter Lang Pub Inc,NO_MATCHING_EDITION,0,
/books/OL12830064M,DE,PROMISING,5,EDITORIAL_CORE,Die Ausfuhrungsvarianten Des Qigong,Friederike Baeumer,9783631523346,2004,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12830136M,DE,PROMISING,5,EDITORIAL_CORE,"Nichts ALS Die Spuren Meiner Hand - Der Chinesische Maler Gao Fenghan (1683-1749: Unter Besonderer Berucksichtigung Seiner Alben (Europaische Hochschulschriften: Reihe 28, Kunstgeschichte)",Nora Von Achenbach,9783631524671,2005,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12830251M,DE,PROMISING,5,EDITORIAL_CORE,Geistes- und sozialwissenschaftliche Hochschullehre in Osteuropa I,Andreas Umland,9783631528013,2005,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12830360M,DE,PROMISING,5,EDITORIAL_CORE,Die Italienischen Streitkrafte Und Ihr Internationales Engagement,Enrico Brissa,9783631530658,2005,Peter Lang Pub Inc,NO_MATCHING_EDITION,0,
/books/OL12830412M,DE,PROMISING,5,EDITORIAL_CORE,Film Und Musik Im Spanischsprachigen Roman Der Gegenwart,Ben Scheffler,9783631531969,2004,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12830505M,DE,PROMISING,5,EDITORIAL_CORE,Die Industrie ALS Kunstmazen Und Auftraggeber in Der Deutschen Demokratischen Republik,Lutz Fichtner,9783631534410,2005,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12830559M,DE,PROMISING,5,EDITORIAL_CORE,Anglizismen in Der Deutschen Fachsprache Der Computertechnik,Youngick Chang,9783631535349,2005,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12830595M,DE,PROMISING,5,EDITORIAL_CORE,Ivan Milev Und Die Zeitschrift Vezni,Rada Bieberstein,9783631536100,2005,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12830638M,DE,PROMISING,5,EDITORIAL_CORE,Systemwettbewerb Und Umverteilung,Ingmar Kumpmann,9783631537299,2005,Peter Lang Pub Inc,NO_MATCHING_EDITION,0,
/books/OL12830869M,DE,PROMISING,5,EDITORIAL_CORE,Kulturpolitik Im Geteilten Deutschland,Ulrike Ziegler,9783631543306,2006,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12830875M,DE,PROMISING,5,EDITORIAL_CORE,de Arte Boneste Amandi,Katharina A. Glanz,9783631543450,2005,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12830924M,DE,PROMISING,5,EDITORIAL_CORE,"Spurensuche: Der Mediziner, Romancier, Kulturkritiker Und Journalist Max Nordau in Seiner Rolle ALS Kunstkritiker Der Neuen Freien (Europaische Hochschulschriften: Reihe 28, Kunstgeschichte)",Karola Agnes Franziska Dahmen,9783631544518,2006,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12830982M,DE,PROMISING,5,EDITORIAL_CORE,Die Entdecking Der Unscharfe in Optik Und Malerei,Marc Wellmann,9783631546123,2005,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12831053M,DE,PROMISING,5,EDITORIAL_CORE,"Identifizierung, Visualisierung Und Analyse Der Volatilitatsoberflachen Von Dax-Optionen Mit Neuronalen Netzen",Jan Koserski,9783631548134,2006,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12831076M,DE,PROMISING,5,EDITORIAL_CORE,Eine Fruhe Aktionskunst,Ann-Katrin Gunzel,9783631548714,2006,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12831328M,DE,PROMISING,5,EDITORIAL_CORE,Mediale Bedingungen Des Erzahlens Im Digitalen Raum,Nicole Mahne,9783631556566,2006,Peter Lang Publishing,NO_MATCHING_EDITION,0,
/books/OL12832204M,DE,PROMISING,5,EDITORIAL_CORE,"Alles, was recht(s) ist. Ideen, Köpfe und Perspektiven der politischen Rechten.",Karlheinz Weißmann,9783702008970,2000,Stocker,NO_MATCHING_EDITION,0,
/books/OL12832666M,DE,PROMISING,5,EDITORIAL_CORE,Kunstschauplatz Salzburg.,Anton Gugg,9783702504533,2002,"A. Pustet, Salzburg",NO_MATCHING_EDITION,0,
/books/OL12832772M,DE,PROMISING,5,EDITORIAL_CORE,Wege zur ganzheitlichen Landwirtschaft (AV Ratgeber),Wolfgang Becvar,9783704013040,1998,Osterreichischer Agrarverlag,NO_MATCHING_EDITION,0,
/books/OL12858748M,DE,PROMISING,5,EDITORIAL_CORE,Auf Peamount,Stefan D. Kaufer,9783706622219,2000,Edition Löwenzahn,NO_MATCHING_EDITION,0,
/books/OL12858755M,DE,PROMISING,5,EDITORIAL_CORE,Von Pilzen und anderen Menschen. Erzählung.,Cecily Von Hundt,9783706622370,2001,Skarabaeus,NO_MATCHING_EDITION,0,
/books/OL12859777M,DE,PROMISING,5,EDITORIAL_CORE,Hundegeschichten.,Dora. Meier-Jaeger,9783717511960,2002,Manesse-Verlag,NO_MATCHING_EDITION,0,
/books/OL12860591M,DE,PROMISING,5,EDITORIAL_CORE,Kulturschätze im Thurgau entdecken und erleben.,Cornelia Stäheli,9783719313197,2003,"Huber, Frauenfeld",NO_MATCHING_EDITION,0,
/books/OL12861282M,DE,PROMISING,5,EDITORIAL_CORE,"Die drei Tage. Die Passion, nach Hans Memlings 'Passionspanorama'.",Günther Lange,9783723510940,2001,Verlag am Goetheanum,NO_MATCHING_EDITION,0,
/books/OL12861543M,DE,PROMISING,5,EDITORIAL_CORE,Chancenungleichheiten im Wissenschaftssystem. Wie Geschlecht und soziale Herkunft Karrieren beeinflussen.,Regula Julia Leemann,9783725307227,2002,Rüegger,NO_VALID_PHYSICAL_COVER,1,
/books/OL12862201M,DE,PROMISING,5,EDITORIAL_CORE,Borromini.,Andreas Bellasi,9783729402492,1997,Verlag Im Waldgut,NO_MATCHING_EDITION,0,
/books/OL12862941M,DE,PROMISING,5,EDITORIAL_CORE,Der Abtrünnige.,Michael Mortag,9783746617138,2001,Aufbau Tb,NO_VALID_PHYSICAL_COVER,1,
/books/OL12865407M,DE,PROMISING,5,EDITORIAL_CORE,Neue Geschichten vom Lago Maggiore.,Ernst Wilhelm Wies,9783762805670,2002,Bechtle,NO_VALID_PHYSICAL_COVER,1,
/books/OL12868349M,DE,PROMISING,5,EDITORIAL_CORE,Ist die Existenz Gottes beweisbar?,Volker Kessler,9783765590849,1999,"Brunnen-Verlag, Gießen",NO_MATCHING_EDITION,0,
/books/OL12869542M,DE,PROMISING,5,EDITORIAL_CORE,Restauratoren Taschenbuch 2000.,Ulrike Besch,9783766713773,1999,Callwey,NO_MATCHING_EDITION,0,
/books/OL12869762M,DE,PROMISING,5,EDITORIAL_CORE,"Luther, Cranach und die Bilder",Christoph Weimer,9783766836076,1999,Calwer,NO_MATCHING_EDITION,0,
/books/OL12869974M,DE,PROMISING,5,EDITORIAL_CORE,Wols.,Claus Mewes,9783767213807,2000,Christians,NO_MATCHING_EDITION,0,
/books/OL12870012M,DE,PROMISING,5,EDITORIAL_CORE,Das Kreuz aus Salz. Ein Roman aus der Zeit der Inquisition.,Sylvia Marquardt,9783767516656,2000,Christliches Verlagshaus,NO_MATCHING_EDITION,0,
/books/OL12871834M,DE,PROMISING,5,EDITORIAL_CORE,Maler Modell.,Georg-W. Költzsch,9783770149933,2000,DUMONT Literatur und Kunst Verlag,NO_MATCHING_EDITION,0,
/books/OL12872751M,DE,PROMISING,5,EDITORIAL_CORE,Der letzte Gott als Anfang,Paola-Ludovica Coriando,9783770532797,1998,W. Fink Verlag,NO_MATCHING_EDITION,0,
/books/OL12872775M,DE,PROMISING,5,EDITORIAL_CORE,Die Einheit der Wirklichkeit. Zum Wissenschaftsverständnis der Gegenwart.,Bernd-Olaf Küppers,9783770534210,2000,Fink (Wilhelm),NO_MATCHING_EDITION,0,
/books/OL12872782M,DE,PROMISING,5,EDITORIAL_CORE,Dies. Hier. Jetzt. Wirklichkeitserfahrungen mit zeitgenössischer Kunst.,Angeli Janhsen,9783770534586,2000,Fink (Wilhelm),NO_MATCHING_EDITION,0,
/books/OL12872798M,DE,PROMISING,5,EDITORIAL_CORE,Kandinskys Abstraktion,Matthias Haldemann,9783770535170,2001,W. Fink,NO_MATCHING_EDITION,0,
/books/OL12872866M,DE,PROMISING,5,EDITORIAL_CORE,Transparente Zeit. Zur Temporalität kubistischer Bilder.,Nicolaj VanDerMeulen,9783770536702,2002,Fink (Wilhelm),NO_MATCHING_EDITION,0,
/books/OL12872874M,DE,PROMISING,5,EDITORIAL_CORE,Liebe als Roman. Zur Koevolution intimer und literarischer Kommunikation.,Nils Werber,9783770537129,2003,Fink (Wilhelm),NO_MATCHING_EDITION,0,
/books/OL12872894M,DE,PROMISING,5,EDITORIAL_CORE,Körper- Szenarien. Zum Verhältnis von Körper und Bild in Videoinstallationen.,Sabine Flach,9783770537747,2003,Fink (Wilhelm),NO_MATCHING_EDITION,0,
/books/OL12873139M,DE,PROMISING,5,EDITORIAL_CORE,Kunst - Jenseits von Gut und Böse? Kritischer Versuch über das Verhältnis von Ästhetik und Ethik.,Dagmar Fenner,9783772020810,2000,Francke,NO_MATCHING_EDITION,0,
/books/OL12880046M,DE,PROMISING,5,EDITORIAL_CORE,Einen anderen Gott denken?,Tobias Specker,9783782008648,2002,"Knecht, Frankfurt",NO_MATCHING_EDITION,0,
/books/OL12881219M,DE,PROMISING,5,EDITORIAL_CORE,Politik. Eine Einführung für soziale Berufe.,Martin Bellermann,9783784109268,1997,Lambertus-Verlag,NO_MATCHING_EDITION,0,
/books/OL12911251M,DE,PROMISING,5,EDITORIAL_CORE,Des Kaisers neue Kleider. Der Schwindel der Moderne.,Reinhard Müller-Mehlis,9783784429052,2003,Langen/Müller,NO_VALID_PHYSICAL_COVER,1,
/books/OL12912910M,DE,PROMISING,5,EDITORIAL_CORE,"Hans Karl Burgeff, Medaillen, Plaketten, Münzen",Elisabeth Wynhoff,9783786112785,1999,"Mann (Gebr.), Berlin",NO_MATCHING_EDITION,0,
/books/OL12912947M,DE,PROMISING,5,EDITORIAL_CORE,Giorgiones Ländliches Konzert,Gabriele Frings,9783786118060,1999,"Mann (Gebr.), Berlin",NO_VALID_PHYSICAL_COVER,1,
/books/OL12912956M,DE,PROMISING,5,EDITORIAL_CORE,Kunst und Politik der Farbe. Gainsboroughs Porträtmalerei.,Bettina Gockel,9783786118633,1999,"Mann (Gebr.), Berlin",NO_MATCHING_EDITION,0,
/books/OL12912990M,DE,PROMISING,5,EDITORIAL_CORE,"Erkenntnis, Erfindung, Konstruktion",Hans Holländer,9783786123354,2000,"Mann (Gebr.), Berlin",NO_MATCHING_EDITION,0,
/books/OL12913001M,DE,PROMISING,5,EDITORIAL_CORE,Ars Et Scriptura,Rudolf Preimesberger,9783786123934,2001,Gebr. Mann,NO_MATCHING_EDITION,0,
/books/OL12914873M,DE,PROMISING,5,EDITORIAL_CORE,Die Struktur der Gerechtigkeit.,Nils Jansen,9783789054006,1998,Nomos,NO_MATCHING_EDITION,0,
/books/OL12914974M,DE,PROMISING,5,EDITORIAL_CORE,"Kleine Kriege, große Wirkung.",Christopher Daase,9783789062087,1999,Nomos,NO_VALID_PHYSICAL_COVER,1,
/books/OL12915361M,DE,PROMISING,5,EDITORIAL_CORE,Gemeinwohl als Wert und Norm. Zur Argumentations- und Kommunikationskultur der Politik.,Heinrich Bußhoff,9783789076770,2001,Nomos,NO_MATCHING_EDITION,0,
/books/OL12916203M,DE,PROMISING,5,EDITORIAL_CORE,Marx und Marxismus. Eine deutsche Schizophrenie.,Konrad Löw,9783789280511,2001,Olzog,NO_MATCHING_EDITION,0,
/books/OL12922024M,DE,PROMISING,5,EDITORIAL_CORE,Utta Keppler Mutter Des Astronomen,Katharina Keplerin,9783798702592,1987,Stieglitz,NO_MATCHING_EDITION,0,
/books/OL12924779M,DE,PROMISING,5,EDITORIAL_CORE,Geo-Informatik Anwendungen - Erfahrungen - Tendenzen,M Schilcher,9783800915996,1991,Wiley-VCH,NO_MATCHING_EDITION,0,
/books/OL12928921M,DE,PROMISING,5,EDITORIAL_CORE,Das syro-hethitische Grabdenkmal.,Dominik Bonatz,9783805326032,2000,Zabern,NO_MATCHING_EDITION,0,
/books/OL12971039M,DE,PROMISING,5,EDITORIAL_CORE,Bacchantische Nacht,Beate Schaefer,9783821808833,2002,Eichborn,NO_VALID_PHYSICAL_COVER,1,
/books/OL12971835M,DE,PROMISING,5,EDITORIAL_CORE,Zeit der Wahrheit. Ein Südafrika- Roman.,Renate Ahrens,9783822506257,2003,Kabel,NO_VALID_PHYSICAL_COVER,1,
/books/OL12976243M,DE,PROMISING,5,EDITORIAL_CORE,Sozialwissenschaftliche Handlungstheorien. Eine Einführung.,Christian Etzrodt,9783825224110,2003,Utb,NO_VALID_PHYSICAL_COVER,1,
/books/OL12976917M,DE,PROMISING,5,EDITORIAL_CORE,"Volk, Raum und Sozialstruktur",Jorg Gutberger,9783825828523,1999,Lit,NO_MATCHING_EDITION,0,
/books/OL12984594M,DE,PROMISING,5,EDITORIAL_CORE,"Indio Und Konquistador in Der Hispanoamerikanischen, 1978-1999",Katharina Von Schutz | Katharina von Schütz,9783893548934,2003,Iberoamericana,NO_MATCHING_EDITION,0,
/books/OL1348047M,DE,PROMISING,5,EDITORIAL_CORE,Vilém Flusser,Vilém Flusser,9783923283279,1991,European Photography,NO_MATCHING_EDITION,0,
/books/OL13588283M,DE,PROMISING,5,EDITORIAL_CORE,Der Sokratesschüler Aristipp und die Kyrenaiker,Klaus Döring,9783515051392,1988,Akademie der Wissenschaften und der Literatur,NO_MATCHING_EDITION,0,
/books/OL141122M,DE,PROMISING,5,EDITORIAL_CORE,Werke nach 1945 im Westfälischen Landesmuseum für Kunst und Kulturgeschichte Münster,Westfälisches Landesmuseum für Kunst und Kulturgeschichte Münster.,9783887891305,1999,Das Landesmuseum,NO_MATCHING_EDITION,0,
/books/OL141124M,DE,PROMISING,5,EDITORIAL_CORE,Werke der Moderne bis 1945 im Westfälischen Landesmuseum für Kunst und Kulturgeschichte Münster,Westfälisches Landesmuseum für Kunst und Kulturgeschichte Münster.,9783887891299,1999,Das Landesmuseum,NO_MATCHING_EDITION,0,
/books/OL141129M,DE,PROMISING,5,EDITORIAL_CORE,Brooklyn drawings,"Sommer, Dirk.",9783980653930,1999,Sternwald,NO_MATCHING_EDITION,0,
/books/OL141131M,DE,PROMISING,5,EDITORIAL_CORE,Georg von der Vring,Jörg Michael Henneberg,9783895985713,1998,Isensee,NO_MATCHING_EDITION,0,
/books/OL141135M,DE,PROMISING,5,EDITORIAL_CORE,Der Schortenser Altar,Ingeborg Nöldeke,9783895985683,1998,Isensee,NO_MATCHING_EDITION,0,
/books/OL14382349M,DE,PROMISING,5,EDITORIAL_CORE,Eingeschlossen in Lorient.,Horst Müller,9783921814116,1978,Moorburg-Verlag,NO_MATCHING_EDITION,0,
/books/OL1506848M,DE,PROMISING,5,EDITORIAL_CORE,"Ende der Geschichte, Ende der Stadt?",Vilém Flusser,9783854523130,1992,Picus,NO_MATCHING_EDITION,0,
/books/OL15224374M,DE,PROMISING,5,EDITORIAL_CORE,Textsorten in Naturwissenschaften und Technik,Susanne Göpferich,9783823345381,1995,Narr,NO_MATCHING_EDITION,0,
/books/OL15290288M,DE,PROMISING,5,EDITORIAL_CORE,Die frühen Klosterbauten der Reichenau,Alfons Zettler,9783799573535,1988,Throbecke,NO_MATCHING_EDITION,0,
/books/OL15300718M,DE,PROMISING,5,EDITORIAL_CORE,Sankt-Rochus-Fest zu Bingen.,Johann Wolfgang von Goethe,9783920856001,1988,Bibliothek SG,NO_MATCHING_EDITION,0,
/books/OL15301613M,DE,PROMISING,5,EDITORIAL_CORE,Historische Psychologie des Karnevals.,Florens Christian Rang,9783922660088,1983,Brinkmann & Bose,NO_MATCHING_EDITION,0,
/books/OL15411267M,DE,PROMISING,5,EDITORIAL_CORE,"Thema, Symbol, Gestalt",Matthias Scharer,9783222118029,1987,Verlag Styria,NO_MATCHING_EDITION,0,
/books/OL15505942M,DE,PROMISING,5,EDITORIAL_CORE,Interpretationshilfen deutsche Kurzgeschichten 1945-1968,Rainer Könecke,9783129226063,1994,Klett,NO_MATCHING_EDITION,0,
/books/OL15993797M,DE,PROMISING,5,EDITORIAL_CORE,"Staat, Gesellschaft und Bürger im Denken von Emmanuel Joseph Sieyes",Thomas Hafen,9783258050508,1994,P. Haupt,NO_MATCHING_EDITION,0,
/books/OL16172293M,DE,PROMISING,5,EDITORIAL_CORE,Mata Hari,Friedrich Wencker-Wildberg,9783378005723,1994,Kiepenheuer,NO_MATCHING_EDITION,0,
/books/OL16328517M,DE,PROMISING,5,EDITORIAL_CORE,Die Bedeutung Alfred Adlers für die Pädagogik,Jürg Rüedi,9783258039756,1988,Haupt,NO_MATCHING_EDITION,0,
/books/OL16368895M,DE,PROMISING,5,EDITORIAL_CORE,Site-specific art im Kirchenraum,Frank Hiddemann,9783865961082,2007,Frank & Timme,NO_MATCHING_EDITION,0,
