target_index,language,category,priority,target_author,target_work,query_mode,work_key,work_title,work_authors,edition_key,edition_title,edition_subtitle,edition_languages,isbn,publisher,publish_date,page_count,cover_id,title_score,author_score,candidate_score,cover_state,cover_width,cover_height,cover_format,cover_local_path,recovery_state
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL45673956W,Faust I und II,Johann Wolfgang von Goethe,/books/OL62189376M,Faust I und II,Die Wahlverwandtschaften,ger,,Insel-Verlag,1966,,,0.95,1.0,0.8885,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL45714721W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe | Thomas Mann,/books/OL62236708M,Die Wahlverwandtschaften,ein Roman,ger,,P. List,1925,,,0.95,1.0,0.8885,NOT_PROBED,,,,,
7,DE,GERMAN_LANGUAGE_CANON,1,Friedrich Schiller,Maria Stuart,TITLE_AUTHOR,/works/OL207623W,Schillers sämtliche Werke,Friedrich Schiller,/books/OL10501761M,Schillers sämtliche Werke,"Band V. Maria Stuart. Die Jungfrau von Orleans. Die Braut von Messina, oder die feindlichen Brüder",ger,9780543828156,Adamant Media Corporation,"December 7, 2001",,2475867,0.95,1.0,0.9635,VALID_COVER,318,500,JPEG,data/audit/reconstruction-DE-recovery-covers/DE-recovery-007-OL10501761M.jpeg,
7,DE,GERMAN_LANGUAGE_CANON,1,Friedrich Schiller,Maria Stuart,TITLE_AUTHOR,/works/OL16034726W,Schiller's Maria Stuart,Friedrich Schiller,/books/OL24936768M,Schiller's Maria Stuart,,ger | eng,,Ginn,1908,,6956053,0.95,1.0,0.9385,VALID_COVER,325,500,JPEG,data/audit/reconstruction-DE-recovery-covers/DE-recovery-007-OL24936768M.jpeg,
7,DE,GERMAN_LANGUAGE_CANON,1,Friedrich Schiller,Maria Stuart,TITLE_AUTHOR,/works/OL16824573W,Maria Stuart,Friedrich Schiller,/books/OL25451550M,Maria Stuart,Ein trauerspiel,ger,,S. R. Urbino,1866,,9746712,1.0,1.0,0.9650000000000001,VALID_COVER,273,500,JPEG,data/audit/reconstruction-DE-recovery-covers/DE-recovery-007-OL25451550M.jpeg,
7,DE,GERMAN_LANGUAGE_CANON,1,Friedrich Schiller,Maria Stuart,TITLE_AUTHOR,/works/OL16824576W,Maria Stuart,Friedrich Schiller,/books/OL25451553M,Maria Stuart,ein trauerspiel,ger,,H. Holt and Co.,1880,,10072621,1.0,1.0,0.9650000000000001,VALID_COVER,328,500,JPEG,data/audit/reconstruction-DE-recovery-covers/DE-recovery-007-OL25451553M.jpeg,
7,DE,GERMAN_LANGUAGE_CANON,1,Friedrich Schiller,Maria Stuart,TITLE_AUTHOR,/works/OL17005025W,Maria Stuart,Friedrich Schiller,/books/OL25578719M,Maria Stuart,ein Trauerspiel,ger,,In der J. G. Cotta'schen Buchhandlung,1825,,9710842,1.0,1.0,0.9650000000000001,VALID_COVER,296,500,JPEG,data/audit/reconstruction-DE-recovery-covers/DE-recovery-007-OL25578719M.jpeg,
7,DE,GERMAN_LANGUAGE_CANON,1,Friedrich Schiller,Maria Stuart,TITLE_AUTHOR,/works/OL17891985W,Maria Stuart,Friedrich Schiller,/books/OL26469916M,Maria Stuart,ein Trauerspiel,ger,,K. Graeser,,,8204969,1.0,1.0,0.9500000000000001,VALID_COVER,313,500,JPEG,data/audit/reconstruction-DE-recovery-covers/DE-recovery-007-OL26469916M.jpeg,
7,DE,GERMAN_LANGUAGE_CANON,1,Friedrich Schiller,Maria Stuart,TITLE_AUTHOR,/works/OL18013656W,Maria Stuart,Friedrich Schiller,/books/OL26592868M,Maria Stuart,Ein Trauerspiel,ger,,J.G. Cotta,1862,,8284701,1.0,1.0,0.9650000000000001,VALID_COVER,273,500,JPEG,data/audit/reconstruction-DE-recovery-covers/DE-recovery-007-OL26592868M.jpeg,
7,DE,GERMAN_LANGUAGE_CANON,1,Friedrich Schiller,Maria Stuart,TITLE_AUTHOR,/works/OL28461899W,Maria Stuart,Margarethe Müller | Friedrich Schiller | Carla Wenckebach,/books/OL38988824M,Maria Stuart,,ger,9780274121953,"Creative Media Partners, LLC",2018,,13891050,1.0,1.0,0.9900000000000001,VALID_COVER,333,500,JPEG,data/audit/reconstruction-DE-recovery-covers/DE-recovery-007-OL38988824M.jpeg,
7,DE,GERMAN_LANGUAGE_CANON,1,Friedrich Schiller,Maria Stuart,TITLE_AUTHOR,/works/OL32896170W,Maria Stuart,Friedrich Schiller,/books/OL44736415M,Maria Stuart,ein Trauerspiel,ger,,Verlag der J.G. Cottaschen Buchhandlung,1870,,,1.0,1.0,0.915,NOT_PROBED,,,,,
7,DE,GERMAN_LANGUAGE_CANON,1,Friedrich Schiller,Maria Stuart,TITLE_AUTHOR,/works/OL35433010W,Maria Stuart,Friedrich Schiller,/books/OL47857622M,Maria Stuart,,ger,,Philipp Reclam,1978,,,1.0,1.0,0.915,NOT_PROBED,,,,,
7,DE,GERMAN_LANGUAGE_CANON,1,Friedrich Schiller,Maria Stuart,TITLE_AUTHOR,/works/OL35526702W,Schiller's Maria Stuart,Friedrich Schiller,/books/OL47957678M,Schiller's Maria Stuart,,ger,,"Hinds, Noble & Eldredge",1899,,,0.95,1.0,0.8885,NOT_PROBED,,,,,
7,DE,GERMAN_LANGUAGE_CANON,1,Friedrich Schiller,Maria Stuart,TITLE_AUTHOR,/works/OL38684389W,Schiller's Maria Stuart,Friedrich Schiller,/books/OL52659750M,Schiller's Maria Stuart,,ger,,"Hinds, Noble & Eldredge",1899,,,0.95,1.0,0.8885,NOT_PROBED,,,,,
7,DE,GERMAN_LANGUAGE_CANON,1,Friedrich Schiller,Maria Stuart,TITLE_AUTHOR,/works/OL38686126W,Maria Stuart,Friedrich Schiller,/books/OL52662658M,Maria Stuart,,ger,,,1906,,,1.0,1.0,0.895,NOT_PROBED,,,,,
7,DE,GERMAN_LANGUAGE_CANON,1,Friedrich Schiller,Maria Stuart,TITLE_AUTHOR,/works/OL39775114W,Maria Stuart,Friedrich Schiller,/books/OL54185212M,Maria Stuart,Ein Trauerspiel,ger,9781482721065,CreateSpace Independent Publishing Platform,2013,,,1.0,1.0,0.9400000000000001,NOT_PROBED,,,,,
