language,category,policy_author,tier,max_selected,max_total,work_key,work_title,work_authors,author_score,first_publish_year,edition_key,edition_title,edition_subtitle,edition_languages,edition_title_score,isbn,publisher,publish_date,page_count,cover_id,cover_state,cover_width,cover_height,cover_format,cover_local_path,collection_flag,suspicious_flag,pre_cover_score,final_score,classification,classification_reason,selection_state
FR,CONTEMPORARY,Éric-Emmanuel Schmitt,2,20,30,/works/OL13688399W,Monsieur Ibrahim et les fleurs du Coran,Eric-Emmanuel Schmitt,1.0000,2004,/books/OL22821403M,Monsieur Ibrahim et les fleurs du Coran,,fre,1.0000,2210754674,Magnard,2004,,10048720,VALID_COVER,385,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL22821403M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Éric-Emmanuel Schmitt,2,20,30,/works/OL24289520W,Odette Toulemonde,Eric-Emmanuel Schmitt,1.0000,2007,/books/OL32130142M,Odette Toulemonde,et autres histoires,fre,1.0000,9782298003680,Éd. France loisirs,2007,,10792501,VALID_COVER,307,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL32130142M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Éric-Emmanuel Schmitt,2,20,30,/works/OL17999713W,Odette Toulemonde et autres histoires,Eric-Emmanuel Schmitt,1.0000,2006,/books/OL16279615M,Odette Toulemonde et autres histoires,,fre,1.0000,2226173625,Albin Michel,2006,,9559939,VALID_COVER,314,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL16279615M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Éric-Emmanuel Schmitt,2,20,30,/works/OL829801W,Oscar et la dame rose,Eric-Emmanuel Schmitt,1.0000,2002,/books/OL25427493M,Oscar et la dame rose,,fre,1.0000,9782226135025,Albin Michel,2002,,7257667,VALID_COVER,328,498,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL25427493M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Éric-Emmanuel Schmitt,2,20,30,/works/OL16951231W,Oscar et la dame rose,Eric-Emmanuel Schmitt,1.0000,2006,/books/OL25550496M,Oscar et la dame rose,,fre,1.0000,9782210754904,Magnard,2006,,9791840,VALID_COVER,352,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL25550496M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Éric-Emmanuel Schmitt,2,20,30,/works/OL18277019W,Oscar et la dame rose,Eric-Emmanuel Schmitt,1.0000,2002,/books/OL3736570M,Oscar et la dame rose,,fre,1.0000,2226135022,Albin Michel,2002,,975766,VALID_COVER,326,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL3736570M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Éric-Emmanuel Schmitt,2,20,30,/works/OL22416698W,Quand je pense que Beethoven est mort alors que tant de crétins vivent--,Eric-Emmanuel Schmitt,1.0000,2010,/books/OL30505254M,Quand je pense que Beethoven est mort alors que tant de crétins vivent--,suivi de Kiki van Beethoven,fre,1.0000,9782226215208,Albin Michel,2010,,10799645,VALID_COVER,352,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL30505254M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Éric-Emmanuel Schmitt,2,20,30,/works/OL18335725W,Variations énigmatiques,Eric-Emmanuel Schmitt,1.0000,1996,/books/OL715201M,Variations énigmatiques,,fre,1.0000,2226084614,A. Michel,1996,,2148616,VALID_COVER,325,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL715201M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Marc Levy,2,18,26,/works/OL5887989W,Sept jours pour une éternité..,Marc Levy,1.0000,2003,/books/OL23015026M,Sept jours pour une éternité...,roman,fre,1.0000,222109767X,R. Laffont,2003,,13033879,VALID_COVER,292,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL23015026M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Marc Levy,2,18,26,/works/OL8453894W,Sept Jours Pour Une Eternite,Marc Levy,1.0000,2003,/books/OL8865947M,Sept Jours Pour Une Eternite,,fre,1.0000,9782221097670,Fixot,"February 20, 2003",,975147,VALID_COVER,321,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL8865947M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Marc Levy,2,18,26,/works/OL24419200W,Toutes ces choses qu'on ne s'est pas dites,Marc Levy,1.0000,2009,/books/OL32344640M,Toutes ces choses qu'on ne s'est pas dites,,fre,1.0000,9782266187305,Pocket,2009,,10967085,VALID_COVER,296,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL32344640M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Marc Levy,2,18,26,/works/OL16820321W,Un sentiment plus fort que la peur,Marc Levy,1.0000,2013,/books/OL25447193M,Un sentiment plus fort que la peur,,fre,1.0000,9782221127131,Robert Laffont,14 février 2013,,7282287,VALID_COVER,297,475,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL25447193M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Marc Levy,2,18,26,/works/OL24305386W,Une autre idée du bonheur,Marc Levy,1.0000,2015,/books/OL32150686M,Une autre idée du bonheur,roman,fre,1.0000,9782266259279,Robert Laffont,2015,,10818293,VALID_COVER,303,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL32150686M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Marc Levy,2,18,26,/works/OL24157026W,Une autre idée du bonheur,Marc Levy,1.0000,2015,/books/OL31882062M,Une autre idée du bonheur,roman,fre,1.0000,9782266264105,Robert Laffont,2015,,10559380,VALID_COVER,290,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL31882062M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
